Post,Sentiment,Breakup_Label,Upvotes,Downvotes,Comment_Count
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,138,39,175
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,436,53,7
"I don't trust him anymore, I think the relationship is over.",0.0,1,481,31,13
"I love him, and we are just going through a rough patch.",0.2,0,243,5,19
"I don't trust him anymore, I think the relationship is over.",0.0,1,295,30,185
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,423,47,27
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,391,94,148
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,403,44,56
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,372,47,86
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,226,46,21
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,292,7,65
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,454,21,153
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,22,56,25
"I love him, and we are just going through a rough patch.",0.2,0,167,59,181
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,216,51,134
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,432,77,84
"I feel like we're drifting apart, should I end things?",0.0,1,4,81,34
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,229,29,28
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,405,59,69
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,254,35,153
"I love him, and we are just going through a rough patch.",0.2,0,94,66,112
"We had a disagreement, but I think we'll work things out.",0.0,0,77,0,3
"Things aren't perfect, but I'm willing to fix it.",0.625,0,412,48,86
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,454,48,55
"I know we had a fight, but we'll get through it together.",0.0,0,148,23,121
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,20,39,112
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,287,14,71
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,109,19,67
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,382,53,156
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,259,67,184
"I don't trust him anymore, I think the relationship is over.",0.0,1,116,71,152
"I feel like we're drifting apart, should I end things?",0.0,1,142,66,43
"I feel like we're drifting apart, should I end things?",0.0,1,396,14,118
"Things aren't perfect, but I'm willing to fix it.",0.625,0,361,16,91
"I don't trust him anymore, I think the relationship is over.",0.0,1,483,81,116
"I don't trust him anymore, I think the relationship is over.",0.0,1,83,60,67
"I don't trust him anymore, I think the relationship is over.",0.0,1,491,61,163
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,491,74,135
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,7,69,11
"I love him, and we are just going through a rough patch.",0.2,0,280,82,57
"We had a disagreement, but I think we'll work things out.",0.0,0,75,66,19
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,183,81,93
"I love him, and we are just going through a rough patch.",0.2,0,60,17,108
"We had a disagreement, but I think we'll work things out.",0.0,0,107,67,154
"I love him, and we are just going through a rough patch.",0.2,0,265,5,174
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,7,60,106
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,173,7,15
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,427,46,67
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,248,56,83
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,280,28,139
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,165,79,178
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,493,59,197
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,406,2,2
"We had a disagreement, but I think we'll work things out.",0.0,0,464,3,161
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,428,60,113
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,283,38,10
"Things aren't perfect, but I'm willing to fix it.",0.625,0,119,99,20
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,67,26,17
"I feel like we're drifting apart, should I end things?",0.0,1,256,43,48
"I don't trust him anymore, I think the relationship is over.",0.0,1,385,71,98
"Things aren't perfect, but I'm willing to fix it.",0.625,0,303,93,171
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,436,19,148
"I don't trust him anymore, I think the relationship is over.",0.0,1,85,49,12
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,72,13,8
"I love him, and we are just going through a rough patch.",0.2,0,256,25,102
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,230,52,92
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,435,4,118
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,381,42,24
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,198,89,15
"I don't trust him anymore, I think the relationship is over.",0.0,1,455,73,132
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,442,66,104
"We had a disagreement, but I think we'll work things out.",0.0,0,211,63,172
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,423,71,90
"I feel like we're drifting apart, should I end things?",0.0,1,103,59,31
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,135,68,96
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,465,73,73
"I know we had a fight, but we'll get through it together.",0.0,0,322,2,24
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,33,93,0
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,60,82,122
"We had a disagreement, but I think we'll work things out.",0.0,0,305,37,128
"Things aren't perfect, but I'm willing to fix it.",0.625,0,207,19,20
"I know we had a fight, but we'll get through it together.",0.0,0,490,83,2
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,390,36,94
"I know we had a fight, but we'll get through it together.",0.0,0,282,77,176
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,470,97,26
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,434,98,52
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,224,91,177
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,317,92,119
"I feel like we're drifting apart, should I end things?",0.0,1,118,50,134
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,75,30,181
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,369,43,64
"I feel like we're drifting apart, should I end things?",0.0,1,276,66,101
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,410,91,189
"I love him, and we are just going through a rough patch.",0.2,0,193,76,165
"We had a disagreement, but I think we'll work things out.",0.0,0,47,17,97
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,360,37,44
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,437,74,121
"I know we had a fight, but we'll get through it together.",0.0,0,382,50,94
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,335,67,105
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,25,59,115
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,168,37,68
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,489,22,78
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,161,39,68
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,38,35,61
"I love him, and we are just going through a rough patch.",0.2,0,319,14,2
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,251,14,28
"I love him, and we are just going through a rough patch.",0.2,0,18,40,19
"We had a disagreement, but I think we'll work things out.",0.0,0,403,40,158
"We had a disagreement, but I think we'll work things out.",0.0,0,356,53,158
"I love him, and we are just going through a rough patch.",0.2,0,277,33,158
"I don't trust him anymore, I think the relationship is over.",0.0,1,171,5,183
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,383,38,13
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,431,8,161
"I know we had a fight, but we'll get through it together.",0.0,0,432,96,156
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,26,23,124
"I don't trust him anymore, I think the relationship is over.",0.0,1,11,78,83
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,396,26,149
"We had a disagreement, but I think we'll work things out.",0.0,0,208,95,194
"I know we had a fight, but we'll get through it together.",0.0,0,298,28,61
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,493,46,145
"I don't trust him anymore, I think the relationship is over.",0.0,1,279,73,156
"I love him, and we are just going through a rough patch.",0.2,0,336,79,73
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,310,39,74
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,326,54,138
"We had a disagreement, but I think we'll work things out.",0.0,0,187,5,132
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,100,39,101
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,423,68,136
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,12,79,194
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,294,47,184
"We had a disagreement, but I think we'll work things out.",0.0,0,462,8,92
"I love him, and we are just going through a rough patch.",0.2,0,101,44,99
"I don't trust him anymore, I think the relationship is over.",0.0,1,61,42,140
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,326,29,57
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,46,95,117
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,49,72,51
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,248,16,18
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,190,51,114
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,301,39,93
"We had a disagreement, but I think we'll work things out.",0.0,0,484,49,122
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,206,4,50
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,500,8,186
"I know we had a fight, but we'll get through it together.",0.0,0,99,61,69
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,45,38,71
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,55,55,109
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,112,95,36
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,480,16,147
"We had a disagreement, but I think we'll work things out.",0.0,0,292,62,77
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,289,70,46
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,373,74,165
"I feel like we're drifting apart, should I end things?",0.0,1,236,1,171
"We had a disagreement, but I think we'll work things out.",0.0,0,5,62,53
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,472,81,110
"We had a disagreement, but I think we'll work things out.",0.0,0,444,20,117
"I love him, and we are just going through a rough patch.",0.2,0,136,50,178
"I feel like we're drifting apart, should I end things?",0.0,1,207,68,187
"I know we had a fight, but we'll get through it together.",0.0,0,466,98,23
"I know we had a fight, but we'll get through it together.",0.0,0,440,51,38
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,497,82,65
"I love him, and we are just going through a rough patch.",0.2,0,294,63,99
"I love him, and we are just going through a rough patch.",0.2,0,494,63,89
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,232,18,36
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,40,88,18
"I feel like we're drifting apart, should I end things?",0.0,1,186,18,91
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,66,68,141
"I don't trust him anymore, I think the relationship is over.",0.0,1,343,23,66
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,1,23,120
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,261,47,164
"I know we had a fight, but we'll get through it together.",0.0,0,404,77,26
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,111,100,147
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,469,52,123
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,383,70,47
"I feel like we're drifting apart, should I end things?",0.0,1,60,26,81
"I don't trust him anymore, I think the relationship is over.",0.0,1,419,10,35
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,179,9,52
"I feel like we're drifting apart, should I end things?",0.0,1,159,47,101
"Things aren't perfect, but I'm willing to fix it.",0.625,0,14,7,102
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,38,5,39
"I know we had a fight, but we'll get through it together.",0.0,0,497,74,114
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,479,73,158
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,52,29,151
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,106,84,94
"We had a disagreement, but I think we'll work things out.",0.0,0,324,39,170
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,198,11,20
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,314,60,88
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,126,97,196
"I know we had a fight, but we'll get through it together.",0.0,0,491,89,164
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,308,94,20
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,76,27,105
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,294,57,52
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,478,85,9
"I know we had a fight, but we'll get through it together.",0.0,0,396,31,11
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,489,97,32
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,107,59,120
"I feel like we're drifting apart, should I end things?",0.0,1,496,75,127
"We had a disagreement, but I think we'll work things out.",0.0,0,186,9,71
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,39,45,138
"I don't trust him anymore, I think the relationship is over.",0.0,1,368,1,95
"I know we had a fight, but we'll get through it together.",0.0,0,65,57,153
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,405,7,23
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,203,78,120
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,431,72,111
"I love him, and we are just going through a rough patch.",0.2,0,434,37,88
"I know we had a fight, but we'll get through it together.",0.0,0,334,44,160
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,216,68,106
"We had a disagreement, but I think we'll work things out.",0.0,0,253,70,141
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,93,14,87
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,90,88,118
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,45,100,46
"Things aren't perfect, but I'm willing to fix it.",0.625,0,11,23,156
"We had a disagreement, but I think we'll work things out.",0.0,0,432,60,34
"I know we had a fight, but we'll get through it together.",0.0,0,277,74,181
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,344,5,120
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,441,62,116
"I don't trust him anymore, I think the relationship is over.",0.0,1,246,65,61
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,31,12,89
"I feel like we're drifting apart, should I end things?",0.0,1,110,17,13
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,236,68,122
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,69,94,168
"I feel like we're drifting apart, should I end things?",0.0,1,284,3,103
"I don't trust him anymore, I think the relationship is over.",0.0,1,477,12,190
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,337,92,169
"Things aren't perfect, but I'm willing to fix it.",0.625,0,165,93,100
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,440,34,69
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,442,2,129
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,428,66,12
"I don't trust him anymore, I think the relationship is over.",0.0,1,377,55,66
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,73,89,184
"I don't trust him anymore, I think the relationship is over.",0.0,1,299,81,100
"I love him, and we are just going through a rough patch.",0.2,0,2,10,81
"I feel like we're drifting apart, should I end things?",0.0,1,125,57,66
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,96,19,44
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,419,22,185
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,498,81,0
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,126,43,18
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,6,32,178
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,174,28,135
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,369,52,67
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,463,15,71
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,183,16,51
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,96,81,38
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,276,96,31
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,301,75,159
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,306,7,195
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,30,40,130
"We had a disagreement, but I think we'll work things out.",0.0,0,318,89,92
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,91,81,69
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,398,2,60
"I feel like we're drifting apart, should I end things?",0.0,1,142,58,114
"I don't trust him anymore, I think the relationship is over.",0.0,1,202,1,73
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,151,53,135
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,451,43,108
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,334,88,167
"I don't trust him anymore, I think the relationship is over.",0.0,1,68,0,0
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,295,14,178
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,75,12,149
"I don't trust him anymore, I think the relationship is over.",0.0,1,80,31,96
"I know we had a fight, but we'll get through it together.",0.0,0,278,22,164
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,352,64,199
"I don't trust him anymore, I think the relationship is over.",0.0,1,24,7,35
"Things aren't perfect, but I'm willing to fix it.",0.625,0,402,26,92
"I feel like we're drifting apart, should I end things?",0.0,1,193,23,116
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,182,38,58
"I love him, and we are just going through a rough patch.",0.2,0,11,78,143
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,423,43,194
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,289,36,136
"I love him, and we are just going through a rough patch.",0.2,0,154,53,23
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,491,56,166
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,115,73,26
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,23,73,3
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,231,93,126
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,55,94,86
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,109,5,60
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,106,69,2
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,388,65,84
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,45,38,69
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,486,67,25
"Things aren't perfect, but I'm willing to fix it.",0.625,0,158,10,24
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,345,59,184
"Things aren't perfect, but I'm willing to fix it.",0.625,0,225,14,148
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,108,92,63
"I know we had a fight, but we'll get through it together.",0.0,0,354,43,24
"I feel like we're drifting apart, should I end things?",0.0,1,253,48,94
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,318,16,162
"I know we had a fight, but we'll get through it together.",0.0,0,129,76,53
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,387,70,120
"I don't trust him anymore, I think the relationship is over.",0.0,1,389,44,76
"I love him, and we are just going through a rough patch.",0.2,0,208,7,113
"I feel like we're drifting apart, should I end things?",0.0,1,341,85,183
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,154,69,144
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,216,72,60
"I know we had a fight, but we'll get through it together.",0.0,0,22,12,182
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,181,93,48
"I feel like we're drifting apart, should I end things?",0.0,1,306,85,173
"I don't trust him anymore, I think the relationship is over.",0.0,1,223,100,125
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,484,68,32
"Things aren't perfect, but I'm willing to fix it.",0.625,0,78,64,16
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,329,91,2
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,150,76,31
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,432,1,55
"We had a disagreement, but I think we'll work things out.",0.0,0,313,12,139
"I love him, and we are just going through a rough patch.",0.2,0,405,58,157
"I don't trust him anymore, I think the relationship is over.",0.0,1,267,19,36
"Things aren't perfect, but I'm willing to fix it.",0.625,0,309,64,195
"Things aren't perfect, but I'm willing to fix it.",0.625,0,417,32,167
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,434,47,4
"Things aren't perfect, but I'm willing to fix it.",0.625,0,391,71,148
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,249,2,39
"Things aren't perfect, but I'm willing to fix it.",0.625,0,9,14,137
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,132,60,70
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,64,14,61
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,497,36,34
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,121,32,170
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,451,5,94
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,337,23,44
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,151,56,130
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,299,25,187
"We had a disagreement, but I think we'll work things out.",0.0,0,316,30,18
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,400,30,128
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,347,25,159
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,312,7,116
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,315,92,94
"We had a disagreement, but I think we'll work things out.",0.0,0,335,38,26
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,259,29,174
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,387,13,130
"I love him, and we are just going through a rough patch.",0.2,0,498,28,188
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,22,57,189
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,295,4,121
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,408,15,48
"I love him, and we are just going through a rough patch.",0.2,0,116,57,168
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,54,99,107
"I know we had a fight, but we'll get through it together.",0.0,0,415,87,104
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,187,57,63
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,391,30,29
"I know we had a fight, but we'll get through it together.",0.0,0,276,5,161
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,79,7,176
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,491,64,61
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,130,98,152
"We had a disagreement, but I think we'll work things out.",0.0,0,313,76,148
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,273,44,154
"I know we had a fight, but we'll get through it together.",0.0,0,409,95,149
"I feel like we're drifting apart, should I end things?",0.0,1,460,43,2
"We had a disagreement, but I think we'll work things out.",0.0,0,88,83,54
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,421,12,31
"Things aren't perfect, but I'm willing to fix it.",0.625,0,126,11,28
"I know we had a fight, but we'll get through it together.",0.0,0,103,93,109
"I feel like we're drifting apart, should I end things?",0.0,1,197,31,150
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,175,30,70
"Things aren't perfect, but I'm willing to fix it.",0.625,0,393,32,137
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,222,40,61
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,32,65,191
"Things aren't perfect, but I'm willing to fix it.",0.625,0,466,1,11
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,437,18,146
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,68,44,122
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,371,80,154
"I know we had a fight, but we'll get through it together.",0.0,0,243,59,58
"I know we had a fight, but we'll get through it together.",0.0,0,322,23,82
"We had a disagreement, but I think we'll work things out.",0.0,0,239,81,5
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,207,11,11
"I love him, and we are just going through a rough patch.",0.2,0,152,11,180
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,434,74,76
"I feel like we're drifting apart, should I end things?",0.0,1,184,4,104
"I feel like we're drifting apart, should I end things?",0.0,1,102,87,200
"I feel like we're drifting apart, should I end things?",0.0,1,129,93,40
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,358,90,163
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,63,45,45
"I know we had a fight, but we'll get through it together.",0.0,0,313,90,139
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,366,32,175
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,189,16,180
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,170,42,141
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,491,97,122
"I love him, and we are just going through a rough patch.",0.2,0,257,22,98
"I love him, and we are just going through a rough patch.",0.2,0,356,64,156
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,363,87,186
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,166,59,19
"Things aren't perfect, but I'm willing to fix it.",0.625,0,75,51,101
"We had a disagreement, but I think we'll work things out.",0.0,0,338,23,97
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,46,16,192
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,444,59,106
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,125,14,159
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,144,66,21
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,472,58,56
"We had a disagreement, but I think we'll work things out.",0.0,0,110,77,14
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,79,40,155
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,134,76,5
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,265,54,191
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,128,65,70
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,434,27,178
"I feel like we're drifting apart, should I end things?",0.0,1,388,88,21
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,494,45,165
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,163,28,29
